soil_moisture,temperature,humidity,ph,rainfall_mm,ET0,ETc,vpd_proxy,depletion,crop_type_enc,growth_stage_enc,irrigation_label
34.63,21.4,58.84,6.56,167.23,0.5,0.46,8.808,21.72,2,1,1
60.09,20.21,65.68,6.5,5.2,0.5,0.489,6.935,39.74,8,2,1
62.77,29.91,48.66,7.4,22.05,0.5,0.604,15.357,32.83,7,3,1
50.42,29.82,78.02,6.7,20.37,0.5,0.625,6.553,45.69,6,0,1
60.38,30.46,50.17,4.97,53.37,0.5,0.575,15.178,26.77,8,0,1
48.77,27.82,42.0,6.46,89.13,0.5,0.604,16.136,28.86,7,3,1
10.02,18.67,58.46,6.79,20.23,0.5,0.42,7.755,85.61,4,1,4
35.75,34.66,51.4,6.37,5.16,0.5,0.661,16.846,64.52,2,3,2
62.05,27.77,49.73,7.9,0.63,0.5,0.489,13.96,39.0,8,2,1
40.8,26.28,62.05,6.05,37.7,0.5,0.69,9.971,50.83,5,3,2
65.34,29.53,63.27,5.75,2.66,0.5,0.604,10.844,35.46,7,3,1
82.09,25.09,78.89,6.67,1.66,0.5,0.525,5.297,18.78,4,0,1
27.47,25.97,78.98,5.61,53.31,0.5,0.48,5.459,59.46,5,1,3
63.52,27.23,47.34,5.8,32.31,0.5,0.575,14.342,29.26,8,0,1
45.81,19.02,80.45,6.26,40.35,0.5,0.575,3.718,44.81,8,0,2
29.46,22.21,80.19,5.11,42.73,0.5,0.69,4.4,60.82,5,3,3
53.57,27.91,29.88,6.83,30.31,0.5,0.36,19.57,39.21,1,1,1
67.53,29.86,61.42,6.69,2.66,0.5,0.525,11.519,33.07,4,0,1
22.4,25.77,71.39,6.83,63.0,0.5,0.489,7.373,61.95,8,2,3
53.18,35.96,43.76,6.85,4.92,0.5,0.6,20.226,47.0,3,0,1
33.89,29.9,37.92,6.95,5.55,0.5,0.661,18.563,66.28,0,3,3
90.85,25.36,44.88,6.2,11.64,0.5,0.489,13.98,7.26,8,2,0
31.3,32.48,79.76,6.36,74.09,0.5,0.36,6.575,49.75,1,1,2
59.22,22.39,82.75,5.97,15.62,0.5,0.661,3.862,38.25,8,3,1
69.26,36.05,77.65,5.88,31.38,0.5,0.489,8.059,23.56,0,2,1
45.3,31.46,80.26,7.41,61.88,0.5,0.6,6.21,39.62,3,0,2
56.2,24.25,41.13,6.59,83.38,0.5,0.48,14.275,22.66,5,1,1
46.69,30.3,73.05,6.21,4.14,0.5,0.525,8.165,53.52,7,0,2
67.15,32.36,68.38,6.41,83.54,0.5,0.51,10.234,11.75,3,2,0
57.82,26.62,45.02,6.67,18.89,0.5,0.446,14.638,38.23,4,2,1
92.35,29.72,47.26,7.67,16.01,0.5,0.48,15.671,4.57,3,1,0
32.37,35.62,81.04,6.25,2.18,0.5,0.42,6.754,68.09,7,1,3
47.65,28.24,43.43,5.5,32.63,0.5,0.46,15.976,44.76,8,1,2
47.7,31.97,68.42,4.96,36.49,0.5,0.489,10.096,43.75,8,2,2
69.04,31.79,83.83,6.55,4.01,0.5,0.575,5.139,31.32,2,0,1
47.1,25.72,45.08,6.37,16.18,0.5,0.661,14.124,50.22,8,3,2
43.84,32.73,85.48,6.75,51.57,0.5,0.604,4.754,43.86,7,3,2
51.33,27.2,58.91,6.53,23.21,0.5,0.525,11.177,43.77,4,0,1
39.81,21.64,60.11,5.41,32.7,0.5,0.48,8.631,52.63,3,1,2
39.81,29.84,77.14,7.25,32.56,0.5,0.46,6.823,52.62,0,1,2
49.27,28.29,51.35,6.64,2.55,0.5,0.525,13.762,51.36,7,0,2
5.0,20.01,39.62,5.4,9.68,0.5,0.517,12.081,93.7,1,3,4
24.64,33.18,80.33,6.38,47.09,0.5,0.575,6.527,64.18,8,0,3
42.76,25.52,68.56,7.48,3.04,0.5,0.517,8.026,57.72,1,3,2
22.75,34.41,50.07,7.33,16.28,0.5,0.69,17.18,74.62,5,3,3
68.83,31.45,47.81,6.79,43.51,0.5,0.5,16.415,20.76,6,1,1
56.33,21.39,75.29,6.69,58.1,0.5,0.46,5.286,29.26,0,1,1
61.62,34.69,58.04,7.07,13.78,0.5,0.42,14.556,35.74,4,1,1
48.81,30.3,64.99,6.72,1.36,0.5,0.6,10.608,52.32,5,0,2
31.92,27.29,65.47,5.38,20.67,0.5,0.5,9.423,63.79,6,1,3
64.85,26.6,44.29,7.33,91.7,0.5,0.51,14.82,11.86,5,2,1
36.47,24.86,74.09,7.17,6.53,0.5,0.48,6.439,62.98,3,1,2
53.24,25.91,68.65,6.84,40.86,0.5,0.51,8.122,37.09,3,2,1
57.26,36.52,58.6,6.69,7.44,0.5,0.489,15.117,41.97,8,2,1
38.88,34.06,36.21,7.4,18.71,0.5,0.446,21.73,57.22,7,2,2
29.32,25.74,60.37,6.56,15.69,0.5,0.531,10.201,67.8,6,2,3
82.8,26.83,72.0,6.47,48.35,0.5,0.575,7.512,5.68,0,0,0
21.09,38.6,32.46,5.87,24.92,0.5,0.531,26.071,73.56,6,2,3
34.68,23.87,30.25,6.13,124.03,0.5,0.6,16.646,33.6,5,0,2
51.57,29.2,61.25,7.43,8.1,0.5,0.575,11.315,47.7,2,0,1
67.11,34.56,72.96,5.53,77.46,0.5,0.69,9.344,13.87,5,3,0
72.96,31.16,80.46,8.53,8.31,0.5,0.69,6.089,26.54,3,3,1
59.47,37.48,66.46,6.44,20.43,0.5,0.46,12.571,36.21,0,1,1
55.66,30.06,63.69,7.53,9.23,0.5,0.719,10.917,43.67,6,3,1
15.96,29.94,54.69,7.8,34.05,0.5,0.36,13.565,75.82,1,1,4
37.28,29.77,59.03,6.57,6.87,0.5,0.661,12.198,62.53,2,3,2
29.77,17.01,50.09,7.08,117.32,0.5,0.446,8.489,39.92,4,2,2
45.28,8.0,49.48,5.8,5.58,0.5,0.525,4.042,54.54,4,0,2
52.74,24.81,72.35,6.36,12.9,0.5,0.625,6.861,45.37,6,0,1
84.1,27.43,50.47,6.13,7.61,0.5,0.661,13.587,15.51,8,3,1
14.6,30.24,62.48,6.95,10.36,0.5,0.6,11.347,84.13,3,0,4
70.27,32.02,66.21,5.36,11.09,0.5,0.48,10.82,27.96,5,1,1
36.41,32.3,61.79,6.15,24.8,0.5,0.48,12.342,58.15,5,1,2
66.18,20.6,66.5,6.47,1.1,0.5,0.489,6.9,34.74,8,2,1
40.47,19.29,62.89,7.22,81.75,0.5,0.625,7.157,39.19,6,0,2
26.71,13.01,63.01,6.99,11.2,0.5,0.5,4.813,71.53,6,1,3
72.34,26.55,68.23,8.28,3.68,0.5,0.6,8.435,28.18,5,0,1
42.33,30.73,87.26,7.48,5.39,0.5,0.51,3.915,57.5,5,2,2
63.27,35.84,74.0,7.72,11.21,0.5,0.46,9.318,34.88,8,1,1
39.52,32.84,63.18,6.79,15.08,0.5,0.625,12.089,58.0,6,0,2
38.63,20.27,51.96,7.75,40.03,0.5,0.525,9.737,51.96,7,0,2
27.87,8.52,53.45,5.85,13.59,0.5,0.575,3.967,69.93,0,0,3
42.4,21.72,69.42,6.71,107.62,0.5,0.45,6.641,29.9,1,0,1
32.88,26.0,56.52,6.09,32.99,0.5,0.719,11.306,60.08,6,3,3
5.0,29.24,52.08,4.83,19.33,0.5,0.661,14.01,91.48,8,3,4
30.54,24.41,51.7,7.32,56.4,0.5,0.517,11.791,55.64,1,3,3
81.4,28.0,81.03,6.46,16.67,0.5,0.46,5.313,15.29,0,1,1
29.37,28.62,51.82,7.07,6.26,0.5,0.6,13.787,70.45,5,0,3
50.2,19.0,67.16,6.2,26.75,0.5,0.42,6.241,43.69,4,1,1
40.53,30.62,39.39,6.02,54.51,0.5,0.575,18.556,46.31,8,0,2
26.77,23.31,33.57,6.09,7.34,0.5,0.531,15.481,72.6,6,2,3
39.55,14.28,61.89,6.49,23.65,0.5,0.625,5.443,55.67,6,0,2
32.55,30.6,52.49,6.63,15.7,0.5,0.517,14.537,64.54,1,3,3
5.0,29.54,63.94,6.48,41.55,0.5,0.625,10.654,85.43,6,0,4
29.41,11.28,50.48,7.93,63.11,0.5,0.517,5.586,54.98,1,3,3
68.6,33.07,91.94,6.69,21.5,0.5,0.48,2.664,26.84,3,1,1
73.54,29.0,65.09,6.77,35.94,0.5,0.46,10.125,17.98,8,1,1
59.33,36.61,66.39,7.07,9.92,0.5,0.604,12.303,39.52,7,3,1
59.79,25.02,74.76,5.77,49.47,0.5,0.48,6.315,28.16,3,1,1
39.73,23.58,59.16,6.44,8.18,0.5,0.48,9.629,59.27,5,1,2
34.48,31.42,44.05,5.01,12.21,0.5,0.48,17.581,63.44,3,1,3
56.66,28.94,70.11,7.08,24.45,0.5,0.446,8.652,37.91,4,2,1
41.35,29.22,65.38,5.52,18.68,0.5,0.489,10.115,54.87,8,2,2
25.08,30.07,54.4,6.09,60.84,0.5,0.517,13.712,59.92,1,3,3
5.0,29.73,49.68,6.55,22.98,0.5,0.575,14.958,90.28,8,0,4
50.51,24.19,51.61,5.44,20.42,0.5,0.531,11.709,45.35,6,2,1
30.39,36.27,60.06,6.44,27.08,0.5,0.489,14.487,63.58,0,2,3
10.93,34.38,63.79,7.61,52.45,0.5,0.661,12.451,76.68,0,3,4
21.31,17.62,75.57,7.28,2.26,0.5,0.625,4.304,79.65,6,0,3
12.45,22.97,54.94,5.7,33.52,0.5,0.531,10.35,79.9,6,2,4
28.03,19.89,54.35,6.43,73.43,0.5,0.46,9.079,53.45,0,1,3
36.08,32.59,60.01,6.03,66.9,0.5,0.46,13.034,47.15,0,1,2
12.5,27.5,72.35,7.26,4.56,0.5,0.489,7.604,87.5,0,2,4
41.54,19.56,43.08,6.91,44.49,0.5,0.46,11.135,47.7,0,1,2
68.23,21.05,75.75,5.19,6.9,0.5,0.575,5.105,31.36,2,0,1
75.78,25.81,51.01,5.61,21.44,0.5,0.575,12.643,19.92,8,0,1
92.71,30.97,68.53,6.23,78.88,0.5,0.69,9.746,0.0,5,3,0
53.49,25.45,55.38,6.49,3.53,0.5,0.6,11.356,47.07,5,0,1
32.36,31.26,58.86,6.19,26.22,0.5,0.36,12.859,61.52,1,1,3
59.23,36.98,47.78,7.24,10.01,0.5,0.661,19.311,39.74,8,3,1
43.08,32.27,65.9,5.85,17.43,0.5,0.46,11.002,53.4,8,1,2
95.0,32.27,31.66,6.77,63.6,0.5,0.42,22.055,0.0,4,1,0
88.88,29.19,58.78,7.24,41.15,0.5,0.525,12.032,1.4,4,0,0
52.54,34.48,55.45,6.07,10.0,0.5,0.575,15.361,46.22,8,0,1
84.24,30.17,76.66,4.97,1.56,0.5,0.575,7.041,16.78,2,0,1
38.68,21.75,40.18,7.29,79.65,0.5,0.46,13.009,41.13,2,1,2
48.01,31.86,73.87,5.97,0.84,0.5,0.625,8.326,53.33,6,0,2
62.32,28.15,74.43,5.87,25.65,0.5,0.661,7.197,32.46,8,3,1
34.19,32.7,70.62,7.12,50.4,0.5,0.46,9.606,53.46,8,1,3
61.19,29.96,67.65,6.99,33.2,0.5,0.661,9.695,31.57,2,3,1
43.61,21.08,55.66,6.59,19.43,0.5,0.719,9.348,52.98,6,3,2
58.52,36.36,60.76,7.53,0.2,0.5,0.383,14.269,42.38,1,2,1
29.45,25.37,69.49,6.34,50.02,0.5,0.48,7.739,58.36,5,1,3
70.12,32.63,62.96,7.17,28.6,0.5,0.575,12.085,23.66,0,0,1
55.84,32.06,33.69,7.94,21.38,0.5,0.6,21.259,39.94,5,0,1
36.97,33.1,39.78,6.22,12.98,0.5,0.6,19.934,61.05,5,0,2
30.51,32.55,87.07,6.31,44.63,0.5,0.51,4.208,58.81,5,2,3
39.83,22.32,79.55,6.32,44.57,0.5,0.69,4.563,49.96,5,3,2
73.28,33.63,69.5,6.57,20.57,0.5,0.446,10.254,22.33,7,2,1
68.45,22.23,71.38,6.65,1.54,0.5,0.51,6.362,32.41,5,2,1
29.87,21.24,44.48,6.94,90.96,0.5,0.48,11.791,46.97,5,1,2
57.17,20.49,73.86,6.35,51.02,0.5,0.36,5.357,30.06,1,1,1
32.75,18.02,52.62,6.31,84.12,0.5,0.661,8.539,46.37,2,3,2
29.16,26.09,63.39,5.96,20.67,0.5,0.36,9.551,66.2,1,1,3
39.12,31.42,53.51,6.32,33.98,0.5,0.575,14.607,53.22,0,0,2
64.11,28.01,53.9,7.71,1.68,0.5,0.6,12.913,36.94,3,0,1
11.29,30.9,67.63,7.28,105.93,0.5,0.51,10.004,61.61,5,2,3
84.86,28.27,49.8,6.91,3.11,0.5,0.661,14.192,15.96,0,3,1
21.99,27.99,56.5,6.72,25.91,0.5,0.45,12.176,72.19,1,0,3
15.94,29.45,92.64,6.72,0.14,0.5,0.517,2.168,85.31,1,3,4
75.11,36.16,38.35,7.08,9.32,0.5,0.625,22.292,23.96,6,0,1
50.32,29.14,56.35,6.59,29.97,0.5,0.489,12.72,42.88,2,2,1
67.99,29.46,73.53,6.15,2.94,0.5,0.575,7.798,32.66,0,0,1
13.84,13.91,46.2,5.95,23.57,0.5,0.51,7.483,81.12,5,2,4
57.13,36.76,67.57,6.82,5.73,0.5,0.489,11.923,42.56,2,2,1
83.25,20.12,75.32,7.16,2.04,0.5,0.42,4.966,17.26,7,1,1
59.42,28.46,51.09,6.37,12.43,0.5,0.45,13.92,38.37,1,0,1
45.43,27.71,57.54,6.84,15.53,0.5,0.489,11.764,51.63,8,2,2
48.58,30.36,58.43,5.78,3.79,0.5,0.48,12.62,51.61,3,1,2
52.54,27.67,67.35,7.1,2.44,0.5,0.489,9.032,48.03,8,2,1
54.36,27.18,70.55,5.77,50.94,0.5,0.604,8.002,33.51,4,3,1
58.66,30.52,42.91,6.59,0.78,0.5,0.525,17.426,42.44,4,0,1
46.52,27.85,66.51,7.04,87.99,0.5,0.575,9.326,31.35,2,0,2
69.85,29.96,67.67,7.01,1.2,0.5,0.525,9.685,31.14,4,0,1
95.0,24.84,53.14,7.9,12.62,0.5,0.6,11.64,3.12,5,0,0
74.15,28.58,79.95,6.78,108.47,0.5,0.719,5.729,0.0,6,3,0
24.01,32.32,67.42,7.72,19.67,0.5,0.446,10.53,71.84,4,2,3
56.32,33.66,51.03,5.8,19.38,0.5,0.661,16.486,40.14,0,3,1
26.23,24.81,67.91,6.69,59.67,0.5,0.531,7.962,59.12,6,2,3
44.43,22.13,71.42,7.49,43.8,0.5,0.46,6.324,44.99,2,1,2
22.48,23.38,35.24,5.14,18.4,0.5,0.6,15.139,74.09,3,0,3
47.14,33.34,72.45,6.97,21.1,0.5,0.383,9.183,48.17,1,2,2
48.05,30.62,93.83,5.9,18.12,0.5,0.46,1.889,48.25,0,1,2
43.31,22.42,48.33,6.56,27.78,0.5,0.45,11.586,50.37,1,0,2
77.26,23.27,41.8,7.95,100.36,0.5,0.604,13.541,0.0,7,3,0
70.25,35.37,56.1,5.67,3.39,0.5,0.531,15.526,30.17,6,2,1
43.82,25.62,57.77,5.78,4.04,0.5,0.531,10.82,56.43,6,2,2
45.04,37.03,75.37,6.93,4.72,0.5,0.36,9.119,54.6,1,1,2
95.0,30.74,58.67,7.55,33.86,0.5,0.42,12.703,0.0,4,1,0
59.82,35.03,59.79,5.87,2.68,0.5,0.604,14.083,40.98,4,3,1
73.59,28.65,50.44,7.19,29.84,0.5,0.46,14.2,19.57,2,1,1
62.94,23.76,60.48,5.78,1.98,0.5,0.36,9.389,37.43,1,1,1
62.87,21.19,59.98,6.82,27.97,0.5,0.42,8.481,30.69,4,1,1
17.81,29.46,57.49,7.39,35.67,0.5,0.51,12.525,73.91,5,2,4
56.18,24.26,56.88,6.11,55.91,0.5,0.48,10.463,30.04,3,1,1
49.08,24.32,87.67,7.46,39.41,0.5,0.661,2.999,42.01,8,3,2
77.4,38.08,49.81,6.83,67.41,0.5,0.6,19.112,6.04,5,0,0
27.41,25.52,68.63,7.06,44.52,0.5,0.531,8.004,62.0,6,2,3
6.15,15.7,68.84,6.71,30.57,0.5,0.51,4.891,86.94,5,2,4
54.78,18.38,52.14,8.01,59.64,0.5,0.6,8.795,30.74,3,0,1
16.45,38.06,53.47,5.94,8.91,0.5,0.51,17.709,82.44,3,2,4
74.74,24.39,41.57,6.54,1.24,0.5,0.45,14.251,26.05,1,0,1
22.09,28.04,41.83,5.81,19.36,0.5,0.604,16.308,74.23,4,3,3
35.54,25.42,64.58,4.63,23.13,0.5,0.36,9.003,59.17,1,1,2
29.98,31.07,73.02,5.47,31.96,0.5,0.719,8.381,63.26,6,3,3
51.76,17.06,80.42,6.54,41.95,0.5,0.46,3.34,38.15,0,1,1
75.04,27.22,70.19,6.44,11.02,0.5,0.48,8.115,23.21,3,1,1
84.01,34.59,67.17,6.4,62.18,0.5,0.531,11.357,0.66,6,2,0
34.73,31.53,59.96,5.72,1.94,0.5,0.575,12.626,66.19,0,0,3
22.36,26.02,84.07,6.01,57.27,0.5,0.446,4.145,63.42,4,2,3
76.81,23.17,41.26,7.2,3.91,0.5,0.604,13.613,23.65,4,3,1
51.82,28.85,75.84,7.54,8.98,0.5,0.446,6.972,46.89,7,2,1
92.74,32.33,64.42,4.74,7.76,0.5,0.51,11.501,6.46,5,2,0
82.29,26.08,61.59,5.92,1.34,0.5,0.45,10.02,18.48,1,0,1
64.69,33.9,48.62,7.27,36.56,0.5,0.661,17.42,27.17,2,3,1
43.88,24.9,74.52,6.15,95.75,0.5,0.46,6.345,31.62,0,1,2
55.55,25.74,86.24,5.69,9.04,0.5,0.489,3.543,43.25,0,2,1
37.05,28.06,62.09,6.86,60.73,0.5,0.5,10.636,47.94,6,1,2
22.32,24.69,62.1,6.9,1.78,0.5,0.575,9.357,78.64,0,0,3
54.62,30.96,58.44,6.39,6.1,0.5,0.69,12.864,45.47,5,3,1
51.25,31.18,58.94,6.89,11.21,0.5,0.661,12.801,47.4,2,3,1
56.75,26.62,73.36,6.05,12.16,0.5,0.446,7.091,41.11,4,2,1
59.43,28.93,48.73,5.53,54.85,0.5,0.517,14.834,27.17,1,3,1
25.23,20.37,71.77,7.05,7.83,0.5,0.575,5.75,74.11,0,0,3
65.54,29.37,69.37,5.62,2.46,0.5,0.525,8.996,35.12,4,0,1
75.37,20.9,74.53,6.48,109.93,0.5,0.489,5.322,0.0,2,2,0
41.88,16.54,73.45,6.42,0.12,0.5,0.46,4.392,59.23,0,1,2
53.29,30.62,59.93,5.23,26.59,0.5,0.42,12.269,40.64,7,1,1
23.17,35.41,71.83,7.84,25.09,0.5,0.46,9.977,71.25,2,1,3
48.37,25.29,62.93,5.89,63.85,0.5,0.446,9.376,35.64,7,2,2
63.98,31.95,55.44,6.06,9.04,0.5,0.42,14.236,34.65,7,1,1
34.86,20.49,46.97,5.78,15.54,0.5,0.604,10.866,62.49,7,3,3
76.54,21.09,64.91,6.2,5.21,0.5,0.661,7.401,23.72,2,3,1
48.29,28.44,51.73,6.52,2.52,0.5,0.604,13.731,52.54,7,3,2
57.02,10.53,44.48,4.86,19.06,0.5,0.48,5.845,39.08,3,1,1
62.41,32.19,62.2,6.25,12.27,0.5,0.42,12.168,35.36,4,1,1
26.57,26.17,50.86,6.35,0.78,0.5,0.69,12.86,74.95,3,3,3
49.6,25.79,68.52,6.97,23.42,0.5,0.48,8.119,45.32,5,1,2
51.34,18.27,46.29,4.8,118.35,0.5,0.36,9.81,17.86,1,1,1
5.0,24.72,67.41,7.23,4.67,0.5,0.661,8.055,95.4,8,3,4
47.32,38.21,50.21,5.8,48.43,0.5,0.661,19.027,41.37,8,3,2
10.98,35.86,73.32,6.17,62.33,0.5,0.719,9.568,74.12,6,3,4
62.13,34.84,49.03,7.72,54.88,0.5,0.51,17.755,24.44,5,2,1
11.71,23.36,48.91,6.36,46.69,0.5,0.525,11.937,77.09,4,0,4
63.32,26.62,60.45,6.14,12.23,0.5,0.575,10.53,34.84,8,0,1
31.83,26.03,61.78,5.9,33.72,0.5,0.525,9.948,60.45,7,0,3
41.49,37.42,48.72,6.67,20.51,0.5,0.489,19.188,54.24,2,2,2
66.41,33.19,75.06,5.59,23.89,0.5,0.6,8.277,28.69,5,0,1
30.37,28.62,68.72,6.11,103.36,0.5,0.51,8.951,43.22,5,2,2
51.12,27.59,55.64,6.93,43.49,0.5,0.661,12.239,38.89,0,3,1
52.51,45.0,72.83,7.49,1.75,0.5,0.36,12.225,47.92,1,1,1
27.0,30.89,57.93,7.5,1.56,0.5,0.575,12.997,74.02,2,0,3
39.66,26.85,75.8,6.78,13.06,0.5,0.525,6.499,58.15,4,0,2
58.89,42.74,56.47,6.11,0.23,0.5,0.446,18.604,42.16,4,2,1
68.72,24.13,34.93,6.42,27.65,0.5,0.517,15.702,25.17,1,3,1
38.07,24.72,58.37,7.49,17.13,0.5,0.5,10.29,58.59,6,1,2
46.64,28.29,62.48,8.19,38.81,0.5,0.575,10.614,44.4,8,0,2
42.19,42.76,55.35,6.06,66.3,0.5,0.6,19.096,41.55,3,0,2
36.03,26.8,59.26,7.17,11.4,0.5,0.45,10.919,62.04,1,0,2
65.6,16.67,54.95,7.33,1.89,0.5,0.517,7.51,35.19,1,3,1
92.59,32.05,59.49,7.65,77.38,0.5,0.719,12.984,0.0,6,3,0
41.4,23.98,59.3,6.24,55.0,0.5,0.51,9.758,45.14,5,2,2
32.07,20.01,66.29,5.93,5.56,0.5,0.6,6.744,67.94,3,0,3
59.63,22.21,35.9,7.08,8.51,0.5,0.46,14.236,39.24,2,1,1
31.99,33.69,61.34,7.68,16.88,0.5,0.575,13.027,64.92,0,0,3
40.34,42.9,54.18,6.24,3.95,0.5,0.46,19.656,59.76,0,1,2
75.19,34.98,60.06,8.32,21.99,0.5,0.489,13.971,20.14,0,2,1
12.93,37.98,72.59,8.16,29.82,0.5,0.604,10.411,80.6,7,3,4
47.67,27.4,80.77,6.99,9.54,0.5,0.661,5.27,51.43,0,3,2
29.77,24.46,55.9,6.97,14.94,0.5,0.489,10.788,67.45,8,2,3
32.9,29.51,59.76,5.01,22.99,0.5,0.661,11.873,62.59,0,3,3
53.46,28.36,27.91,6.44,9.84,0.5,0.48,20.447,45.11,3,1,1
51.04,25.38,83.42,7.12,14.62,0.5,0.6,4.209,46.54,3,0,1
54.46,23.83,63.5,6.14,6.58,0.5,0.604,8.7,45.29,7,3,1
40.33,33.08,78.87,6.02,10.34,0.5,0.5,6.99,58.15,6,1,2
54.29,36.05,59.76,5.14,15.47,0.5,0.42,14.504,42.61,4,1,1
48.15,21.65,43.69,7.66,5.72,0.5,0.36,12.189,51.21,1,1,2
30.81,32.04,43.97,7.32,19.53,0.5,0.489,17.949,65.18,2,2,3
5.0,27.24,82.95,8.03,41.56,0.5,0.661,4.644,85.52,8,3,4
76.54,22.26,51.53,6.82,25.89,0.5,0.6,10.789,18.03,3,0,1
52.96,30.36,42.15,6.4,21.74,0.5,0.446,17.563,42.33,7,2,1
32.07,28.54,63.1,6.82,48.48,0.5,0.51,10.531,56.22,3,2,3
54.79,31.18,46.15,7.6,10.34,0.5,0.489,16.79,43.66,2,2,1
39.22,32.84,58.82,7.5,6.06,0.5,0.661,13.526,60.81,0,3,2
62.09,32.03,54.42,7.04,15.99,0.5,0.69,14.598,35.35,5,3,1
37.66,26.47,62.84,7.05,4.27,0.5,0.48,9.836,62.4,5,1,2
27.17,37.51,80.53,6.36,22.26,0.5,0.51,7.304,68.15,5,2,3
32.33,18.13,71.79,7.23,142.85,0.5,0.625,5.115,30.97,6,0,2
52.1,23.42,47.67,6.98,51.76,0.5,0.51,12.255,35.31,3,2,1
39.27,36.62,61.08,7.41,21.39,0.5,0.36,14.253,55.9,1,1,2
41.17,41.0,41.27,6.0,88.85,0.5,0.575,24.079,36.47,0,0,2
70.69,29.32,40.59,7.05,59.8,0.5,0.6,17.418,14.79,3,0,0
26.61,30.49,62.54,8.78,0.41,0.5,0.604,11.419,74.79,7,3,3
70.64,29.26,75.75,6.56,49.98,0.5,0.46,7.093,17.12,8,1,1
39.39,34.59,89.4,6.86,36.38,0.5,0.48,3.668,52.07,3,1,2
57.22,35.64,76.45,5.96,20.75,0.5,0.604,8.394,38.73,4,3,1
70.65,31.76,65.61,7.11,17.09,0.5,0.36,10.924,25.67,1,1,1
47.8,21.82,92.67,5.38,13.87,0.5,0.6,1.598,49.99,3,0,2
44.75,33.43,60.97,8.04,47.3,0.5,0.6,13.049,44.08,3,0,2
84.1,27.61,76.27,6.42,33.03,0.5,0.575,6.552,8.49,2,0,0
28.29,24.05,65.69,6.95,12.7,0.5,0.5,8.252,69.56,6,1,3
57.87,21.97,56.24,6.49,39.38,0.5,0.517,9.615,32.87,1,3,1
95.0,32.94,76.63,7.14,39.0,0.5,0.48,7.701,0.0,5,1,0
87.31,30.09,79.19,5.83,1.26,0.5,0.383,6.263,13.31,1,2,0
75.13,22.1,44.99,5.54,13.93,0.5,0.6,12.157,22.63,3,0,1
55.51,20.96,39.78,6.66,23.41,0.5,0.51,12.622,39.5,3,2,1
52.81,25.0,78.54,5.57,2.68,0.5,0.625,5.365,48.03,6,0,1
72.23,30.05,36.42,6.58,0.44,0.5,0.489,19.104,28.88,8,2,1
54.01,33.09,72.8,6.69,72.5,0.5,0.42,9.0,27.62,4,1,1
42.52,34.31,42.12,6.54,25.09,0.5,0.46,19.859,51.91,8,1,2
9.94,31.36,84.16,7.15,18.71,0.5,0.489,4.968,86.27,8,2,4
34.02,21.52,58.66,7.74,12.85,0.5,0.42,8.897,63.59,7,1,3
34.78,26.95,100.0,5.66,28.85,0.5,0.446,0.0,58.61,7,2,3
51.45,29.32,76.59,6.11,2.8,0.5,0.446,6.864,48.92,7,2,1
25.84,34.91,61.44,8.03,57.67,0.5,0.51,13.463,59.99,3,2,3
23.71,32.15,56.67,5.18,68.43,0.5,0.46,13.931,59.11,2,1,3
19.08,27.79,77.66,7.01,47.03,0.5,0.46,6.208,69.47,8,1,3
55.78,24.94,71.37,6.33,23.31,0.5,0.489,7.138,39.2,0,2,1
49.79,29.46,73.22,6.76,0.03,0.5,0.46,7.888,51.35,2,1,2
55.68,24.41,85.88,7.49,5.12,0.5,0.42,3.447,44.0,7,1,1
41.96,41.16,73.5,6.86,28.91,0.5,0.604,10.906,51.8,4,3,2
95.0,37.96,72.65,5.52,86.98,0.5,0.48,10.382,0.0,3,1,0
74.82,31.1,65.91,5.86,80.25,0.5,0.46,10.605,4.83,2,1,0
95.0,31.33,42.72,6.43,37.3,0.5,0.42,17.945,0.0,4,1,0
30.53,25.73,90.16,6.34,5.85,0.5,0.525,2.532,69.22,4,0,3
52.22,30.29,47.72,5.59,10.82,0.5,0.48,15.834,46.09,5,1,1
21.62,32.75,69.6,6.36,10.24,0.5,0.46,9.957,76.79,2,1,3
95.0,17.42,71.73,5.77,14.25,0.5,0.48,4.925,2.38,3,1,0
6.14,32.19,58.37,6.87,7.92,0.5,0.51,13.403,93.02,5,2,4
95.0,34.25,59.92,5.45,75.11,0.5,0.46,13.726,0.0,0,1,0
75.01,20.08,62.9,6.28,25.11,0.5,0.575,7.451,19.7,8,0,1
18.42,24.52,31.39,6.06,40.93,0.5,0.489,16.827,71.84,2,2,4
80.15,30.08,34.22,6.85,9.19,0.5,0.6,19.785,18.89,5,0,1
30.19,21.2,65.26,5.82,1.22,0.5,0.604,7.367,71.0,7,3,3
29.47,34.99,61.3,5.16,35.27,0.5,0.525,13.539,62.4,4,0,3
24.12,24.07,71.17,7.32,13.42,0.5,0.661,6.94,73.94,2,3,3
36.67,36.68,68.66,5.99,3.45,0.5,0.51,11.498,63.68,3,2,2
57.68,25.0,53.2,7.02,15.68,0.5,0.489,11.7,39.34,0,2,1
73.08,30.96,64.44,6.55,12.36,0.5,0.446,11.01,24.72,7,2,1
5.0,25.43,62.77,5.66,60.42,0.5,0.525,9.465,80.13,4,0,4
53.45,33.37,76.23,6.15,15.32,0.5,0.46,7.931,43.6,2,1,1
